customer_id,product_id,product_name,total_units,total_revenue,total_orders
C0403,P020,Pivot Pin PP-12,101,116150,10
C0403,P021,Boom Cylinder BC-400,121,5590200,11
C0403,P022,Control Valve CV-75,150,2535000,11
C0403,P023,Idler Wheel IW-55,101,1307950,10
C0403,P024,Track Roller TR-60,110,1133000,12
C0403,P025,Cabin Glass CG-20,168,1318800,10
C0403,P026,Grease Cartridge GC-5,135,41850,10
C0403,P027,O-Ring Set OR-50,164,78720,9
C0403,P028,Light Assembly LA-18,89,200250,8
C0403,P029,Pressure Sensor PS-90,112,442400,10
C0403,P030,Fuel Pump FP-350,91,1992900,9
C0404,P001,Hydraulic Pump HP-300,43,1053500,3
C0404,P002,Engine Oil Filter OF-90,72,51840,7
C0404,P003,Air Filter AF-120,114,142500,9
C0404,P004,Track Chain TC-45,72,2865600,5
C0404,P005,Fuel Injector FI-220,39,329550,6
C0404,P006,Alternator ALT-500,15,168000,3
C0404,P007,Hydraulic Hose HH-60,63,91350,5
C0404,P008,Bucket Tooth BT-10,68,39440,7
C0404,P009,Starter Motor SM-700,41,610900,5
C0404,P010,Turbocharger TB-900,71,2477900,7
C0404,P011,Hydraulic Cylinder HC-200,75,2070000,7
C0404,P012,Brake Pad BP-40,77,188650,6
C0404,P013,Seal Kit SK-15,98,142100,8
C0404,P014,Transmission Assembly TA-800,23,1920500,4
C0404,P015,Engine Block EB-600,128,15232000,10
C0404,P016,Radiator RD-250,129,1315800,7
C0404,P017,Fan Belt FB-30,92,47840,7
C0404,P018,Wheel Rim WR-24,65,734500,5
C0404,P019,Swing Motor SWM-350,128,5094400,8
C0404,P020,Pivot Pin PP-12,76,87400,6
C0404,P021,Boom Cylinder BC-400,79,3649800,8
C0404,P022,Control Valve CV-75,72,1216800,7
C0404,P023,Idler Wheel IW-55,93,1204350,6
C0404,P024,Track Roller TR-60,68,700400,6
C0404,P025,Cabin Glass CG-20,127,996950,10
C0404,P026,Grease Cartridge GC-5,45,13950,6
C0404,P027,O-Ring Set OR-50,161,77280,9
C0404,P028,Light Assembly LA-18,56,126000,3
C0404,P029,Pressure Sensor PS-90,95,375250,7
C0404,P030,Fuel Pump FP-350,89,1949100,8
C0405,P001,Hydraulic Pump HP-300,38,931000,4
C0405,P002,Engine Oil Filter OF-90,44,31680,4
C0405,P003,Air Filter AF-120,133,166250,10
C0405,P004,Track Chain TC-45,155,6169000,9
C0405,P005,Fuel Injector FI-220,119,1005550,9
C0405,P006,Alternator ALT-500,68,761600,6
C0405,P007,Hydraulic Hose HH-60,39,56550,5
C0405,P008,Bucket Tooth BT-10,80,46400,6
C0405,P009,Starter Motor SM-700,134,1996600,11
C0405,P010,Turbocharger TB-900,46,1605400,5
C0405,P011,Hydraulic Cylinder HC-200,88,2428800,7
C0405,P012,Brake Pad BP-40,83,203350,7
C0405,P013,Seal Kit SK-15,57,82650,5
C0405,P014,Transmission Assembly TA-800,114,9519000,7
C0405,P015,Engine Block EB-600,40,4760000,5
C0405,P016,Radiator RD-250,32,326400,4
C0405,P017,Fan Belt FB-30,43,22360,3
C0405,P018,Wheel Rim WR-24,51,576300,7
C0405,P019,Swing Motor SWM-350,69,2746200,7
C0405,P020,Pivot Pin PP-12,56,64400,6
C0405,P021,Boom Cylinder BC-400,105,4851000,5
C0405,P022,Control Valve CV-75,101,1706900,7
C0405,P023,Idler Wheel IW-55,58,751100,5
C0405,P024,Track Roller TR-60,110,1133000,8
C0405,P025,Cabin Glass CG-20,31,243350,4
C0405,P026,Grease Cartridge GC-5,61,18910,7
C0405,P027,O-Ring Set OR-50,110,52800,9
C0405,P028,Light Assembly LA-18,65,146250,7
C0405,P029,Pressure Sensor PS-90,55,217250,5
C0405,P030,Fuel Pump FP-350,74,1620600,8
C0406,P001,Hydraulic Pump HP-300,76,1862000,5
C0406,P002,Engine Oil Filter OF-90,61,43920,6
C0406,P003,Air Filter AF-120,58,72500,7
C0406,P004,Track Chain TC-45,131,5213800,8
C0406,P005,Fuel Injector FI-220,65,549250,7
C0406,P006,Alternator ALT-500,123,1377600,10
C0406,P007,Hydraulic Hose HH-60,114,165300,9
C0406,P008,Bucket Tooth BT-10,68,39440,7
C0406,P009,Starter Motor SM-700,36,536400,4
C0406,P010,Turbocharger TB-900,94,3280600,8
C0406,P011,Hydraulic Cylinder HC-200,162,4471200,11
C0406,P012,Brake Pad BP-40,84,205800,8
C0406,P013,Seal Kit SK-15,51,73950,4
C0406,P014,Transmission Assembly TA-800,172,14362000,11
C0406,P015,Engine Block EB-600,65,7735000,5
C0406,P016,Radiator RD-250,107,1091400,9
C0406,P017,Fan Belt FB-30,35,18200,6
C0406,P018,Wheel Rim WR-24,92,1039600,8
C0406,P019,Swing Motor SWM-350,107,4258600,6
C0406,P020,Pivot Pin PP-12,82,94300,7
C0406,P021,Boom Cylinder BC-400,73,3372600,6
C0406,P022,Control Valve CV-75,42,709800,5
C0406,P023,Idler Wheel IW-55,94,1217300,10
C0406,P024,Track Roller TR-60,87,896100,5
C0406,P025,Cabin Glass CG-20,121,949850,9
C0406,P026,Grease Cartridge GC-5,58,17980,6
C0406,P027,O-Ring Set OR-50,141,67680,7
C0406,P028,Light Assembly LA-18,81,182250,5
C0406,P029,Pressure Sensor PS-90,92,363400,6
C0406,P030,Fuel Pump FP-350,56,1226400,7
C0407,P001,Hydraulic Pump HP-300,47,1151500,4
C0407,P002,Engine Oil Filter OF-90,85,61200,7
C0407,P003,Air Filter AF-120,181,226250,12
C0407,P004,Track Chain TC-45,69,2746200,7
C0407,P005,Fuel Injector FI-220,154,1301300,12
C0407,P006,Alternator ALT-500,85,952000,7
C0407,P007,Hydraulic Hose HH-60,138,200100,10
C0407,P008,Bucket Tooth BT-10,140,81200,13
C0407,P009,Starter Motor SM-700,72,1072800,5
C0407,P010,Turbocharger TB-900,118,4118200,9
C0407,P011,Hydraulic Cylinder HC-200,127,3505200,10
C0407,P012,Brake Pad BP-40,47,115150,4
C0407,P013,Seal Kit SK-15,71,102950,7
C0407,P014,Transmission Assembly TA-800,32,2672000,4
C0407,P015,Engine Block EB-600,160,19040000,9
C0407,P016,Radiator RD-250,74,754800,7
C0407,P017,Fan Belt FB-30,98,50960,8
C0407,P018,Wheel Rim WR-24,78,881400,8
C0407,P019,Swing Motor SWM-350,52,2069600,5
C0407,P020,Pivot Pin PP-12,97,111550,11
C0407,P021,Boom Cylinder BC-400,67,3095400,6
C0407,P022,Control Valve CV-75,96,1622400,7
C0407,P023,Idler Wheel IW-55,94,1217300,9
C0407,P024,Track Roller TR-60,68,700400,6
C0407,P025,Cabin Glass CG-20,145,1138250,11
C0407,P026,Grease Cartridge GC-5,46,14260,5
C0407,P027,O-Ring Set OR-50,57,27360,5
C0407,P028,Light Assembly LA-18,62,139500,6
C0407,P029,Pressure Sensor PS-90,125,493750,10
C0407,P030,Fuel Pump FP-350,88,1927200,10
C0408,P001,Hydraulic Pump HP-300,93,2278500,11
C0408,P002,Engine Oil Filter OF-90,74,53280,5
C0408,P003,Air Filter AF-120,157,196250,8
C0408,P004,Track Chain TC-45,88,3502400,9
C0408,P005,Fuel Injector FI-220,39,329550,3
C0408,P006,Alternator ALT-500,123,1377600,9
C0408,P007,Hydraulic Hose HH-60,89,129050,7
C0408,P008,Bucket Tooth BT-10,92,53360,6
C0408,P009,Starter Motor SM-700,86,1281400,7
C0408,P010,Turbocharger TB-900,50,1745000,4
C0408,P011,Hydraulic Cylinder HC-200,121,3339600,7
C0408,P012,Brake Pad BP-40,91,222950,11
C0408,P013,Seal Kit SK-15,96,139200,8
C0408,P014,Transmission Assembly TA-800,153,12775500,10
C0408,P015,Engine Block EB-600,45,5355000,3
C0408,P016,Radiator RD-250,101,1030200,7
C0408,P017,Fan Belt FB-30,54,28080,7
C0408,P018,Wheel Rim WR-24,64,723200,6
C0408,P019,Swing Motor SWM-350,172,6845600,11
C0408,P020,Pivot Pin PP-12,96,110400,9
C0408,P021,Boom Cylinder BC-400,130,6006000,9
C0408,P022,Control Valve CV-75,89,1504100,6
C0408,P023,Idler Wheel IW-55,120,1554000,9
C0408,P024,Track Roller TR-60,27,278100,4
C0408,P025,Cabin Glass CG-20,99,777150,7
C0408,P026,Grease Cartridge GC-5,156,48360,9
C0408,P027,O-Ring Set OR-50,92,44160,6
C0408,P028,Light Assembly LA-18,80,180000,9
C0408,P029,Pressure Sensor PS-90,121,477950,8
C0408,P030,Fuel Pump FP-350,102,2233800,7
C0409,P001,Hydraulic Pump HP-300,101,2474500,10
C0409,P002,Engine Oil Filter OF-90,111,79920,10
C0409,P003,Air Filter AF-120,147,183750,11
C0409,P004,Track Chain TC-45,72,2865600,9
C0409,P005,Fuel Injector FI-220,118,997100,9
C0409,P006,Alternator ALT-500,57,638400,6
C0409,P007,Hydraulic Hose HH-60,140,203000,11
C0409,P008,Bucket Tooth BT-10,91,52780,10
C0409,P009,Starter Motor SM-700,47,700300,5
C0409,P010,Turbocharger TB-900,128,4467200,12
C0409,P011,Hydraulic Cylinder HC-200,113,3118800,9
C0409,P012,Brake Pad BP-40,148,362600,11
C0409,P013,Seal Kit SK-15,109,158050,8
C0409,P014,Transmission Assembly TA-800,67,5594500,8
C0409,P015,Engine Block EB-600,104,12376000,10
C0409,P016,Radiator RD-250,51,520200,5
C0409,P017,Fan Belt FB-30,138,71760,12
C0409,P018,Wheel Rim WR-24,50,565000,6
C0409,P019,Swing Motor SWM-350,51,2029800,7
C0409,P020,Pivot Pin PP-12,124,142600,7
C0409,P021,Boom Cylinder BC-400,63,2910600,8
C0409,P022,Control Valve CV-75,60,1014000,7
C0409,P023,Idler Wheel IW-55,81,1048950,6
C0409,P024,Track Roller TR-60,133,1369900,9
C0409,P025,Cabin Glass CG-20,104,816400,10
C0409,P026,Grease Cartridge GC-5,79,24490,6
C0409,P027,O-Ring Set OR-50,179,85920,13
C0409,P028,Light Assembly LA-18,58,130500,4
C0409,P029,Pressure Sensor PS-90,148,584600,8
C0409,P030,Fuel Pump FP-350,99,2168100,9
C0410,P001,Hydraulic Pump HP-300,82,2009000,10
C0410,P002,Engine Oil Filter OF-90,55,39600,6
C0410,P003,Air Filter AF-120,84,105000,7
C0410,P004,Track Chain TC-45,58,2308400,5
C0410,P005,Fuel Injector FI-220,70,591500,5
C0410,P006,Alternator ALT-500,75,840000,8
C0410,P007,Hydraulic Hose HH-60,108,156600,7
C0410,P008,Bucket Tooth BT-10,61,35380,6
C0410,P009,Starter Motor SM-700,95,1415500,9
C0410,P010,Turbocharger TB-900,55,1919500,5
C0410,P011,Hydraulic Cylinder HC-200,80,2208000,10
C0410,P012,Brake Pad BP-40,129,316050,11
C0410,P013,Seal Kit SK-15,62,89900,9
C0410,P014,Transmission Assembly TA-800,98,8183000,8
C0410,P015,Engine Block EB-600,66,7854000,7
C0410,P016,Radiator RD-250,119,1213800,10
C0410,P017,Fan Belt FB-30,100,52000,8
C0410,P018,Wheel Rim WR-24,51,576300,6
C0410,P019,Swing Motor SWM-350,146,5810800,13
C0410,P020,Pivot Pin PP-12,147,169050,9
C0410,P021,Boom Cylinder BC-400,167,7715400,11
C0410,P022,Control Valve CV-75,32,540800,3
C0410,P023,Idler Wheel IW-55,91,1178450,6
C0410,P024,Track Roller TR-60,121,1246300,9
C0410,P025,Cabin Glass CG-20,30,235500,2
C0410,P026,Grease Cartridge GC-5,87,26970,6
C0410,P027,O-Ring Set OR-50,144,69120,12
C0410,P028,Light Assembly LA-18,129,290250,10
C0410,P029,Pressure Sensor PS-90,92,363400,6
C0410,P030,Fuel Pump FP-350,80,1752000,6
C0411,P001,Hydraulic Pump HP-300,84,2058000,9
C0411,P002,Engine Oil Filter OF-90,79,56880,8
C0411,P003,Air Filter AF-120,129,161250,11
C0411,P004,Track Chain TC-45,86,3422800,9
C0411,P005,Fuel Injector FI-220,111,937950,8
C0411,P006,Alternator ALT-500,105,1176000,9
C0411,P007,Hydraulic Hose HH-60,133,192850,9
C0411,P008,Bucket Tooth BT-10,66,38280,6
C0411,P009,Starter Motor SM-700,151,2249900,11
C0411,P010,Turbocharger TB-900,164,5723600,16
C0411,P011,Hydraulic Cylinder HC-200,98,2704800,8
C0411,P012,Brake Pad BP-40,67,164150,5
C0411,P013,Seal Kit SK-15,74,107300,6
C0411,P014,Transmission Assembly TA-800,199,16616500,11
C0411,P015,Engine Block EB-600,72,8568000,6
C0411,P016,Radiator RD-250,84,856800,5
C0411,P017,Fan Belt FB-30,110,57200,9
C0411,P018,Wheel Rim WR-24,27,305100,6
C0411,P019,Swing Motor SWM-350,95,3781000,9
C0411,P020,Pivot Pin PP-12,130,149500,10
C0411,P021,Boom Cylinder BC-400,92,4250400,7
C0411,P022,Control Valve CV-75,135,2281500,12
C0411,P023,Idler Wheel IW-55,96,1243200,7
C0411,P024,Track Roller TR-60,81,834300,7
C0411,P025,Cabin Glass CG-20,122,957700,11
C0411,P026,Grease Cartridge GC-5,81,25110,5
C0411,P027,O-Ring Set OR-50,84,40320,8
C0411,P028,Light Assembly LA-18,147,330750,12
C0411,P029,Pressure Sensor PS-90,32,126400,6
C0411,P030,Fuel Pump FP-350,78,1708200,9
C0412,P001,Hydraulic Pump HP-300,66,1617000,7
C0412,P002,Engine Oil Filter OF-90,92,66240,10
C0412,P003,Air Filter AF-120,65,81250,7
C0412,P004,Track Chain TC-45,68,2706400,6
C0412,P005,Fuel Injector FI-220,23,194350,4
C0412,P006,Alternator ALT-500,97,1086400,9
C0412,P007,Hydraulic Hose HH-60,159,230550,12
C0412,P008,Bucket Tooth BT-10,43,24940,4
C0412,P009,Starter Motor SM-700,25,372500,4
C0412,P010,Turbocharger TB-900,71,2477900,6
C0412,P011,Hydraulic Cylinder HC-200,45,1242000,5
C0412,P012,Brake Pad BP-40,38,93100,3
C0412,P013,Seal Kit SK-15,73,105850,8
C0412,P014,Transmission Assembly TA-800,89,7431500,8
C0412,P015,Engine Block EB-600,93,11067000,9
C0412,P016,Radiator RD-250,91,928200,7
C0412,P017,Fan Belt FB-30,124,64480,9
C0412,P018,Wheel Rim WR-24,40,452000,6
C0412,P019,Swing Motor SWM-350,56,2228800,5
C0412,P020,Pivot Pin PP-12,61,70150,7
C0412,P021,Boom Cylinder BC-400,34,1570800,3
C0412,P022,Control Valve CV-75,102,1723800,8
C0412,P023,Idler Wheel IW-55,19,246050,2
C0412,P024,Track Roller TR-60,69,710700,6
C0412,P025,Cabin Glass CG-20,87,682950,8
C0412,P026,Grease Cartridge GC-5,64,19840,6
C0412,P027,O-Ring Set OR-50,84,40320,7
C0412,P028,Light Assembly LA-18,102,229500,7
C0412,P029,Pressure Sensor PS-90,58,229100,5
C0412,P030,Fuel Pump FP-350,32,700800,4
C0413,P001,Hydraulic Pump HP-300,113,2768500,10
C0413,P002,Engine Oil Filter OF-90,161,115920,14
C0413,P003,Air Filter AF-120,121,151250,8
C0413,P004,Track Chain TC-45,157,6248600,12
C0413,P005,Fuel Injector FI-220,59,498550,6
C0413,P006,Alternator ALT-500,92,1030400,6
C0413,P007,Hydraulic Hose HH-60,52,75400,8
C0413,P008,Bucket Tooth BT-10,96,55680,9
C0413,P009,Starter Motor SM-700,99,1475100,10
C0413,P010,Turbocharger TB-900,68,2373200,8
C0413,P011,Hydraulic Cylinder HC-200,126,3477600,11
C0413,P012,Brake Pad BP-40,78,191100,7
C0413,P013,Seal Kit SK-15,204,295800,13
C0413,P014,Transmission Assembly TA-800,41,3423500,5
C0413,P015,Engine Block EB-600,97,11543000,9
C0413,P016,Radiator RD-250,109,1111800,9
C0413,P017,Fan Belt FB-30,44,22880,5
C0413,P018,Wheel Rim WR-24,142,1604600,14
C0413,P019,Swing Motor SWM-350,120,4776000,10
C0413,P020,Pivot Pin PP-12,70,80500,7
C0413,P021,Boom Cylinder BC-400,87,4019400,7
C0413,P022,Control Valve CV-75,80,1352000,6
C0413,P023,Idler Wheel IW-55,83,1074850,6
C0413,P024,Track Roller TR-60,134,1380200,10
C0413,P025,Cabin Glass CG-20,173,1358050,10
C0413,P026,Grease Cartridge GC-5,86,26660,9
C0413,P027,O-Ring Set OR-50,111,53280,11
C0413,P028,Light Assembly LA-18,109,245250,9
C0413,P029,Pressure Sensor PS-90,34,134300,5
C0413,P030,Fuel Pump FP-350,163,3569700,10
C0414,P001,Hydraulic Pump HP-300,67,1641500,7
C0414,P002,Engine Oil Filter OF-90,69,49680,5
C0414,P003,Air Filter AF-120,111,138750,9
C0414,P004,Track Chain TC-45,55,2189000,7
C0414,P005,Fuel Injector FI-220,50,422500,6
C0414,P006,Alternator ALT-500,69,772800,6
C0414,P007,Hydraulic Hose HH-60,45,65250,4
C0414,P008,Bucket Tooth BT-10,156,90480,11
C0414,P009,Starter Motor SM-700,103,1534700,10
C0414,P010,Turbocharger TB-900,63,2198700,6
C0414,P011,Hydraulic Cylinder HC-200,122,3367200,9
C0414,P012,Brake Pad BP-40,47,115150,5
C0414,P013,Seal Kit SK-15,87,126150,5
C0414,P014,Transmission Assembly TA-800,112,9352000,8
C0414,P015,Engine Block EB-600,118,14042000,7
C0414,P016,Radiator RD-250,104,1060800,9
C0414,P017,Fan Belt FB-30,82,42640,7
C0414,P018,Wheel Rim WR-24,83,937900,5
C0414,P019,Swing Motor SWM-350,138,5492400,9
C0414,P020,Pivot Pin PP-12,92,105800,7
C0414,P021,Boom Cylinder BC-400,78,3603600,4
C0414,P022,Control Valve CV-75,98,1656200,9
C0414,P023,Idler Wheel IW-55,100,1295000,9
C0414,P024,Track Roller TR-60,101,1040300,9
C0414,P025,Cabin Glass CG-20,125,981250,8
C0414,P026,Grease Cartridge GC-5,15,4650,4
C0414,P027,O-Ring Set OR-50,136,65280,10
C0414,P028,Light Assembly LA-18,132,297000,11
C0414,P029,Pressure Sensor PS-90,51,201450,4
C0414,P030,Fuel Pump FP-350,63,1379700,6
C0415,P001,Hydraulic Pump HP-300,119,2915500,7
C0415,P002,Engine Oil Filter OF-90,154,110880,9
C0415,P003,Air Filter AF-120,137,171250,11
C0415,P004,Track Chain TC-45,66,2626800,7
C0415,P005,Fuel Injector FI-220,46,388700,4
C0415,P006,Alternator ALT-500,86,963200,9
C0415,P007,Hydraulic Hose HH-60,127,184150,9
C0415,P008,Bucket Tooth BT-10,127,73660,10
C0415,P009,Starter Motor SM-700,106,1579400,8
C0415,P010,Turbocharger TB-900,94,3280600,6
C0415,P011,Hydraulic Cylinder HC-200,196,5409600,11
C0415,P012,Brake Pad BP-40,122,298900,10
C0415,P013,Seal Kit SK-15,28,40600,2
C0415,P014,Transmission Assembly TA-800,176,14696000,12
C0415,P015,Engine Block EB-600,69,8211000,4
C0415,P016,Radiator RD-250,114,1162800,8
C0415,P017,Fan Belt FB-30,121,62920,9
C0415,P018,Wheel Rim WR-24,32,361600,3
C0415,P019,Swing Motor SWM-350,110,4378000,9
C0415,P020,Pivot Pin PP-12,76,87400,9
C0415,P021,Boom Cylinder BC-400,69,3187800,6
C0415,P022,Control Valve CV-75,83,1402700,7
C0415,P023,Idler Wheel IW-55,162,2097900,9
C0415,P024,Track Roller TR-60,55,566500,7
C0415,P025,Cabin Glass CG-20,125,981250,11
C0415,P026,Grease Cartridge GC-5,100,31000,8
C0415,P027,O-Ring Set OR-50,88,42240,7
C0415,P028,Light Assembly LA-18,116,261000,8
C0415,P029,Pressure Sensor PS-90,35,138250,5
C0415,P030,Fuel Pump FP-350,86,1883400,9
C0416,P001,Hydraulic Pump HP-300,63,1543500,5
C0416,P002,Engine Oil Filter OF-90,71,51120,7
C0416,P003,Air Filter AF-120,77,96250,7
C0416,P004,Track Chain TC-45,127,5054600,6
C0416,P005,Fuel Injector FI-220,141,1191450,11
C0416,P006,Alternator ALT-500,36,403200,5
C0416,P007,Hydraulic Hose HH-60,164,237800,12
C0416,P008,Bucket Tooth BT-10,136,78880,12
C0416,P009,Starter Motor SM-700,36,536400,4
C0416,P010,Turbocharger TB-900,64,2233600,7
C0416,P011,Hydraulic Cylinder HC-200,84,2318400,9
C0416,P012,Brake Pad BP-40,179,438550,12
C0416,P013,Seal Kit SK-15,92,133400,11
C0416,P014,Transmission Assembly TA-800,112,9352000,8
C0416,P015,Engine Block EB-600,17,2023000,4
C0416,P016,Radiator RD-250,93,948600,9
C0416,P017,Fan Belt FB-30,98,50960,8
C0416,P018,Wheel Rim WR-24,102,1152600,9
C0416,P019,Swing Motor SWM-350,106,4218800,9
C0416,P020,Pivot Pin PP-12,168,193200,12
C0416,P021,Boom Cylinder BC-400,64,2956800,7
C0416,P022,Control Valve CV-75,133,2247700,11
C0416,P023,Idler Wheel IW-55,29,375550,4
C0416,P024,Track Roller TR-60,121,1246300,8
C0416,P025,Cabin Glass CG-20,72,565200,8
C0416,P026,Grease Cartridge GC-5,141,43710,12
C0416,P027,O-Ring Set OR-50,122,58560,10
C0416,P028,Light Assembly LA-18,88,198000,10
C0416,P029,Pressure Sensor PS-90,79,312050,9
C0416,P030,Fuel Pump FP-350,96,2102400,6
C0417,P001,Hydraulic Pump HP-300,46,1127000,5
C0417,P002,Engine Oil Filter OF-90,32,23040,4
C0417,P003,Air Filter AF-120,109,136250,9
C0417,P004,Track Chain TC-45,23,915400,4
C0417,P005,Fuel Injector FI-220,45,380250,4
C0417,P006,Alternator ALT-500,27,302400,3
C0417,P007,Hydraulic Hose HH-60,93,134850,5
C0417,P008,Bucket Tooth BT-10,64,37120,6
C0417,P009,Starter Motor SM-700,72,1072800,5
C0417,P010,Turbocharger TB-900,52,1814800,4
C0417,P011,Hydraulic Cylinder HC-200,76,2097600,7
C0417,P012,Brake Pad BP-40,90,220500,7
C0417,P013,Seal Kit SK-15,121,175450,10
C0417,P014,Transmission Assembly TA-800,94,7849000,7
C0417,P015,Engine Block EB-600,88,10472000,8
C0417,P016,Radiator RD-250,79,805800,8
C0417,P017,Fan Belt FB-30,98,50960,10
C0417,P018,Wheel Rim WR-24,96,1084800,6
C0417,P019,Swing Motor SWM-350,67,2666600,7
C0417,P020,Pivot Pin PP-12,114,131100,8
C0417,P021,Boom Cylinder BC-400,146,6745200,11
C0417,P022,Control Valve CV-75,54,912600,8
C0417,P023,Idler Wheel IW-55,108,1398600,8
C0417,P024,Track Roller TR-60,56,576800,4
C0417,P025,Cabin Glass CG-20,97,761450,7
C0417,P026,Grease Cartridge GC-5,41,12710,3
C0417,P027,O-Ring Set OR-50,48,23040,6
C0417,P028,Light Assembly LA-18,57,128250,3
C0417,P029,Pressure Sensor PS-90,95,375250,8
C0417,P030,Fuel Pump FP-350,102,2233800,9
C0418,P001,Hydraulic Pump HP-300,132,3234000,10
C0418,P002,Engine Oil Filter OF-90,29,20880,2
C0418,P003,Air Filter AF-120,19,23750,2
C0418,P004,Track Chain TC-45,62,2467600,4
C0418,P005,Fuel Injector FI-220,137,1157650,8
C0418,P006,Alternator ALT-500,30,336000,4
C0418,P007,Hydraulic Hose HH-60,99,143550,12
C0418,P008,Bucket Tooth BT-10,114,66120,10
C0418,P009,Starter Motor SM-700,50,745000,4
C0418,P010,Turbocharger TB-900,26,907400,4
C0418,P011,Hydraulic Cylinder HC-200,81,2235600,8
C0418,P012,Brake Pad BP-40,83,203350,6
C0418,P013,Seal Kit SK-15,16,23200,3
C0418,P014,Transmission Assembly TA-800,22,1837000,2
C0418,P015,Engine Block EB-600,99,11781000,8
C0418,P016,Radiator RD-250,97,989400,10
C0418,P017,Fan Belt FB-30,102,53040,10
C0418,P018,Wheel Rim WR-24,76,858800,9
C0418,P019,Swing Motor SWM-350,41,1631800,3
C0418,P020,Pivot Pin PP-12,146,167900,12
C0418,P021,Boom Cylinder BC-400,90,4158000,11
C0418,P022,Control Valve CV-75,69,1166100,7
C0418,P023,Idler Wheel IW-55,91,1178450,9
C0418,P024,Track Roller TR-60,97,999100,6
C0418,P025,Cabin Glass CG-20,22,172700,2
C0418,P026,Grease Cartridge GC-5,74,22940,6
C0418,P027,O-Ring Set OR-50,54,25920,4
C0418,P028,Light Assembly LA-18,91,204750,8
C0418,P029,Pressure Sensor PS-90,103,406850,8
C0418,P030,Fuel Pump FP-350,91,1992900,7
C0419,P001,Hydraulic Pump HP-300,77,1886500,8
C0419,P002,Engine Oil Filter OF-90,102,73440,7
C0419,P003,Air Filter AF-120,90,112500,8
C0419,P004,Track Chain TC-45,86,3422800,6
C0419,P005,Fuel Injector FI-220,89,752050,8
C0419,P006,Alternator ALT-500,61,683200,4
C0419,P007,Hydraulic Hose HH-60,50,72500,5
C0419,P008,Bucket Tooth BT-10,63,36540,5
C0419,P009,Starter Motor SM-700,82,1221800,7
C0419,P010,Turbocharger TB-900,62,2163800,5
C0419,P011,Hydraulic Cylinder HC-200,48,1324800,5
C0419,P012,Brake Pad BP-40,76,186200,8
C0419,P013,Seal Kit SK-15,97,140650,9
C0419,P014,Transmission Assembly TA-800,67,5594500,5
C0419,P015,Engine Block EB-600,133,15827000,12
C0419,P016,Radiator RD-250,84,856800,7
C0419,P017,Fan Belt FB-30,41,21320,4
C0419,P018,Wheel Rim WR-24,53,598900,5
C0419,P019,Swing Motor SWM-350,77,3064600,7
C0419,P020,Pivot Pin PP-12,51,58650,5
C0419,P021,Boom Cylinder BC-400,68,3141600,7
C0419,P022,Control Valve CV-75,125,2112500,10
C0419,P023,Idler Wheel IW-55,91,1178450,8
C0419,P024,Track Roller TR-60,96,988800,7
C0419,P025,Cabin Glass CG-20,57,447450,6
C0419,P026,Grease Cartridge GC-5,82,25420,6
C0419,P027,O-Ring Set OR-50,58,27840,6
C0419,P028,Light Assembly LA-18,48,108000,4
C0419,P029,Pressure Sensor PS-90,31,122450,4
C0419,P030,Fuel Pump FP-350,148,3241200,8
C0420,P001,Hydraulic Pump HP-300,236,5782000,16
C0420,P002,Engine Oil Filter OF-90,95,68400,10
C0420,P003,Air Filter AF-120,101,126250,8
C0420,P004,Track Chain TC-45,140,5572000,14
C0420,P005,Fuel Injector FI-220,120,1014000,11
C0420,P006,Alternator ALT-500,115,1288000,13
C0420,P007,Hydraulic Hose HH-60,133,192850,11
C0420,P008,Bucket Tooth BT-10,184,106720,15
C0420,P009,Starter Motor SM-700,79,1177100,5
C0420,P010,Turbocharger TB-900,208,7259200,13
C0420,P011,Hydraulic Cylinder HC-200,181,4995600,16
C0420,P012,Brake Pad BP-40,63,154350,5
C0420,P013,Seal Kit SK-15,69,100050,6
C0420,P014,Transmission Assembly TA-800,109,9101500,10
C0420,P015,Engine Block EB-600,118,14042000,10
C0420,P016,Radiator RD-250,178,1815600,12
C0420,P017,Fan Belt FB-30,93,48360,11
C0420,P018,Wheel Rim WR-24,180,2034000,12
C0420,P019,Swing Motor SWM-350,190,7562000,15
C0420,P020,Pivot Pin PP-12,105,120750,8
C0420,P021,Boom Cylinder BC-400,173,7992600,14
C0420,P022,Control Valve CV-75,198,3346200,12
C0420,P023,Idler Wheel IW-55,128,1657600,12
C0420,P024,Track Roller TR-60,163,1678900,13
C0420,P025,Cabin Glass CG-20,127,996950,9
C0420,P026,Grease Cartridge GC-5,142,44020,10
C0420,P027,O-Ring Set OR-50,128,61440,14
C0420,P028,Light Assembly LA-18,84,189000,12
C0420,P029,Pressure Sensor PS-90,125,493750,10
C0420,P030,Fuel Pump FP-350,168,3679200,14
C0421,P001,Hydraulic Pump HP-300,71,1739500,6
C0421,P002,Engine Oil Filter OF-90,134,96480,11
C0421,P003,Air Filter AF-120,122,152500,11
C0421,P004,Track Chain TC-45,140,5572000,11
C0421,P005,Fuel Injector FI-220,142,1199900,13
C0421,P006,Alternator ALT-500,179,2004800,15
C0421,P007,Hydraulic Hose HH-60,144,208800,12
C0421,P008,Bucket Tooth BT-10,76,44080,7
C0421,P009,Starter Motor SM-700,74,1102600,5
C0421,P010,Turbocharger TB-900,168,5863200,12
C0421,P011,Hydraulic Cylinder HC-200,110,3036000,9
